question_id,label
125122,non-suicidal
122885,suicidal
100880,non-suicidal
114088,suicidal
107586,non-suicidal
115746,suicidal
111025,non-suicidal
114613,non-suicidal
109548,suicidal
100373,suicidal
117146,non-suicidal
116286,suicidal
106134,non-suicidal
103624,suicidal
113286,suicidal
106004,suicidal
104052,suicidal
116927,non-suicidal
101611,non-suicidal
108548,non-suicidal
123096,suicidal
110570,suicidal
119121,non-suicidal
117708,suicidal
119360,non-suicidal
106310,non-suicidal
126601,non-suicidal
123329,suicidal
119713,suicidal
107946,suicidal
121850,suicidal
118715,non-suicidal
124619,suicidal
122795,non-suicidal
112079,non-suicidal
120306,non-suicidal
109764,non-suicidal
117066,suicidal
113659,non-suicidal
123248,non-suicidal
118574,non-suicidal
108964,non-suicidal
100243,suicidal
126031,non-suicidal
117006,suicidal
118314,suicidal
107644,non-suicidal
117339,suicidal
118890,suicidal
115073,suicidal
104619,non-suicidal
111658,non-suicidal
121451,suicidal
107879,non-suicidal
117457,suicidal
105229,non-suicidal
107086,suicidal
125682,suicidal
108426,suicidal
122327,suicidal
112835,suicidal
125979,non-suicidal
105276,non-suicidal
105466,suicidal
117635,suicidal
127362,non-suicidal
119190,non-suicidal
120851,non-suicidal
124624,non-suicidal
100579,suicidal
116713,suicidal
121898,suicidal
105029,suicidal
117732,suicidal
112657,non-suicidal
118275,non-suicidal
125475,suicidal
110945,suicidal
111356,suicidal
121666,non-suicidal
113004,suicidal
126338,non-suicidal
110520,non-suicidal
113246,suicidal
108016,suicidal
117152,non-suicidal
121937,non-suicidal
102733,non-suicidal
108903,suicidal
125069,suicidal
110245,suicidal
104974,non-suicidal
100064,suicidal
101602,non-suicidal
102127,non-suicidal
113818,non-suicidal
109925,non-suicidal
115455,suicidal
103030,non-suicidal
117364,non-suicidal
102079,suicidal
107313,non-suicidal
111393,suicidal
111689,suicidal
100971,suicidal
124649,suicidal
108788,non-suicidal
114634,non-suicidal
101249,non-suicidal
111192,suicidal
116158,non-suicidal
112957,non-suicidal
111566,non-suicidal
118562,non-suicidal
107382,suicidal
118238,non-suicidal
125362,suicidal
125409,suicidal
105933,non-suicidal
105280,non-suicidal
101766,suicidal
106727,non-suicidal
124226,suicidal
104445,non-suicidal
108721,non-suicidal
124793,suicidal
105362,suicidal
118714,non-suicidal
125804,non-suicidal
109368,non-suicidal
110804,non-suicidal
125872,non-suicidal
108004,non-suicidal
118613,suicidal
106567,suicidal
120941,suicidal
102813,suicidal
113223,suicidal
123582,non-suicidal
101192,non-suicidal
101717,non-suicidal
102144,suicidal
125973,suicidal
112368,non-suicidal
108968,non-suicidal
122434,suicidal
106365,suicidal
112814,suicidal
101994,suicidal
117220,suicidal
113651,non-suicidal
119298,non-suicidal
124308,non-suicidal
102219,non-suicidal
113295,suicidal
101488,suicidal
102342,non-suicidal
120787,suicidal
125961,non-suicidal
109312,non-suicidal
109590,non-suicidal
110357,non-suicidal
126858,suicidal
103406,non-suicidal
115297,suicidal
105688,suicidal
125750,non-suicidal
101862,non-suicidal
113811,suicidal
110890,non-suicidal
113058,non-suicidal
114570,suicidal
123228,non-suicidal
106908,suicidal
123991,suicidal
111951,non-suicidal
127167,suicidal
118484,suicidal
107035,non-suicidal
102368,non-suicidal
102210,non-suicidal
101291,non-suicidal
124256,suicidal
118344,suicidal
111262,suicidal
112082,suicidal
103380,non-suicidal
104636,suicidal
113230,non-suicidal
106832,suicidal
125780,suicidal
125848,suicidal
106921,suicidal
101538,non-suicidal
110869,suicidal
116880,suicidal
100134,suicidal
108631,suicidal
113673,suicidal
121678,suicidal
107558,non-suicidal
104274,suicidal
112403,suicidal
106196,non-suicidal
101271,suicidal
101228,suicidal
118203,suicidal
117798,suicidal
106040,non-suicidal
125646,suicidal
126913,non-suicidal
103706,non-suicidal
102906,non-suicidal
101161,non-suicidal
100275,suicidal
119420,suicidal
115317,suicidal
123889,non-suicidal
105834,suicidal
118335,suicidal
109732,suicidal
112850,non-suicidal
104678,non-suicidal
120353,non-suicidal
121159,non-suicidal
115562,suicidal
106741,non-suicidal
119277,non-suicidal
124193,suicidal
121587,suicidal
100825,suicidal
109341,non-suicidal
110776,non-suicidal
104645,suicidal
105358,suicidal
114474,suicidal
124122,non-suicidal
121847,non-suicidal
121844,non-suicidal
118927,suicidal
120923,suicidal
101104,suicidal
125840,suicidal
123842,suicidal
113287,non-suicidal
102950,suicidal
122614,non-suicidal
110707,non-suicidal
108574,suicidal
118959,non-suicidal
125667,non-suicidal
119660,non-suicidal
124719,non-suicidal
105694,non-suicidal
119648,non-suicidal
116667,suicidal
106381,non-suicidal
110192,suicidal
103597,suicidal
119915,suicidal
100462,suicidal
103224,suicidal
117554,suicidal
115476,non-suicidal
113275,suicidal
123905,non-suicidal
125150,suicidal
112805,non-suicidal
110810,suicidal
112857,non-suicidal
105508,non-suicidal
104884,suicidal
108497,non-suicidal
115614,non-suicidal
117258,non-suicidal
123208,suicidal
119604,suicidal
117236,non-suicidal
107156,suicidal
126506,suicidal
122899,suicidal
104768,non-suicidal
110603,non-suicidal
105755,non-suicidal
106798,suicidal
105842,non-suicidal
115638,non-suicidal
102286,suicidal
106268,suicidal
108802,suicidal
112072,non-suicidal
115045,non-suicidal
102949,non-suicidal
111363,suicidal
103901,non-suicidal
114406,suicidal
120093,non-suicidal
125205,non-suicidal
116581,suicidal
111137,non-suicidal
125192,suicidal
105891,suicidal
103024,suicidal
126510,non-suicidal
109847,suicidal
108262,non-suicidal
125767,suicidal
121695,non-suicidal
126425,suicidal
108887,non-suicidal
102496,suicidal
120708,non-suicidal
120548,suicidal
117571,non-suicidal
108863,suicidal
126104,non-suicidal
101938,non-suicidal
121014,suicidal
109365,non-suicidal
112826,suicidal
100313,non-suicidal
116485,non-suicidal
121329,suicidal
101928,non-suicidal
103062,suicidal
102039,non-suicidal
120351,suicidal
100409,suicidal
111452,suicidal
102463,non-suicidal
104987,suicidal
101789,non-suicidal
125992,non-suicidal
100305,non-suicidal
102608,suicidal
109867,non-suicidal
105589,non-suicidal
102103,non-suicidal
117189,suicidal
108030,suicidal
102317,non-suicidal
115335,suicidal
102128,non-suicidal
119070,non-suicidal
124891,non-suicidal
117492,suicidal
116920,suicidal
102566,non-suicidal
109877,suicidal
103043,suicidal
107859,suicidal
118178,non-suicidal
106368,non-suicidal
113118,non-suicidal
112189,non-suicidal
107746,suicidal
110648,suicidal
121411,non-suicidal
117928,suicidal
112212,suicidal
122466,suicidal
116913,suicidal
116210,non-suicidal
102452,non-suicidal
105648,non-suicidal
111047,non-suicidal
106845,suicidal
115137,non-suicidal
103721,suicidal
100344,non-suicidal
120490,suicidal
116288,non-suicidal
106489,non-suicidal
108417,suicidal
117542,suicidal
117157,non-suicidal
104284,suicidal
106251,suicidal
124476,suicidal
115394,suicidal
104008,non-suicidal
106436,non-suicidal
127258,non-suicidal
109826,non-suicidal
101773,non-suicidal
122647,non-suicidal
117129,suicidal
122853,non-suicidal
122305,non-suicidal
100005,non-suicidal
102804,non-suicidal
114217,suicidal
111626,suicidal
121230,non-suicidal
111968,non-suicidal
112749,suicidal
110228,suicidal
121918,suicidal
100060,non-suicidal
125696,suicidal
123044,suicidal
116931,non-suicidal
107925,suicidal
124813,non-suicidal
121359,suicidal
106599,suicidal
102701,suicidal
115980,non-suicidal
113574,non-suicidal
107233,suicidal
124943,suicidal
122417,suicidal
108567,non-suicidal
125490,non-suicidal
121201,suicidal
108916,non-suicidal
121528,suicidal
115337,suicidal
106210,suicidal
114533,non-suicidal
112898,non-suicidal
111121,non-suicidal
107962,suicidal
114692,suicidal
123089,suicidal
117109,non-suicidal
120820,non-suicidal
117891,suicidal
104422,suicidal
106583,non-suicidal
115217,suicidal
111701,suicidal
102902,suicidal
101451,non-suicidal
107833,non-suicidal
105724,non-suicidal
121840,non-suicidal
120013,non-suicidal
120213,non-suicidal
111796,non-suicidal
121514,non-suicidal
127141,non-suicidal
125738,suicidal
118160,suicidal
113145,suicidal
114762,non-suicidal
122349,suicidal
101952,non-suicidal
109859,non-suicidal
113789,non-suicidal
118964,non-suicidal
117060,suicidal
111561,non-suicidal
100970,non-suicidal
120736,non-suicidal
105948,non-suicidal
120703,suicidal
106802,non-suicidal
105606,suicidal
113109,non-suicidal
125851,suicidal
106278,suicidal
101414,suicidal
127025,suicidal
109838,suicidal
101889,non-suicidal
104019,non-suicidal
124586,non-suicidal
114901,non-suicidal
103181,suicidal
109919,suicidal
107727,non-suicidal
125758,suicidal
127380,non-suicidal
123396,non-suicidal
117859,non-suicidal
117369,suicidal
117994,non-suicidal
100498,non-suicidal
127346,suicidal
116267,suicidal
114062,suicidal
115420,non-suicidal
114143,suicidal
110015,suicidal
127429,suicidal
108561,suicidal
122695,non-suicidal
119667,non-suicidal
117477,suicidal
116136,non-suicidal
112216,suicidal
123307,non-suicidal
112293,non-suicidal
115563,non-suicidal
123580,non-suicidal
115927,suicidal
115543,suicidal
114303,suicidal
107871,non-suicidal
124407,suicidal
110097,non-suicidal
121700,non-suicidal
116076,non-suicidal
111727,non-suicidal
123752,non-suicidal
104493,non-suicidal
105991,suicidal
111330,non-suicidal
102102,non-suicidal
100467,non-suicidal
116514,non-suicidal
120965,suicidal
105440,non-suicidal
124136,non-suicidal
121997,non-suicidal
112778,non-suicidal
102841,suicidal
124021,non-suicidal
123264,non-suicidal
106931,non-suicidal
111203,non-suicidal
120921,non-suicidal
120810,suicidal
109309,non-suicidal
114925,non-suicidal
105854,suicidal
122044,suicidal
105871,non-suicidal
114596,non-suicidal
107992,suicidal
106157,suicidal
108495,non-suicidal
114664,non-suicidal
104865,suicidal
124626,non-suicidal
100859,suicidal
114411,non-suicidal
112931,non-suicidal
117887,suicidal
122100,non-suicidal
101924,non-suicidal
104947,suicidal
109888,non-suicidal
104453,non-suicidal
123446,suicidal
101575,suicidal
102562,suicidal
103498,suicidal
104720,non-suicidal
111475,suicidal
113779,suicidal
117550,suicidal
112210,non-suicidal
122624,non-suicidal
111039,non-suicidal
121240,suicidal
101697,suicidal
120209,non-suicidal
123362,non-suicidal
126928,suicidal
122030,non-suicidal
103838,non-suicidal
109765,non-suicidal
123712,suicidal
116433,non-suicidal
104360,suicidal
109896,non-suicidal
101266,suicidal
103874,suicidal
114468,suicidal
122561,suicidal
112173,non-suicidal
100497,suicidal
111448,non-suicidal
103954,non-suicidal
122498,non-suicidal
118350,non-suicidal
116660,non-suicidal
126348,suicidal
109340,suicidal
123236,suicidal
122526,non-suicidal
123338,suicidal
112215,non-suicidal
117160,non-suicidal
110511,suicidal
123126,non-suicidal
106972,non-suicidal
126296,suicidal
123205,suicidal
122166,non-suicidal
123610,non-suicidal
118147,suicidal
100591,non-suicidal
119684,non-suicidal
107617,suicidal
122377,non-suicidal
125089,non-suicidal
107421,non-suicidal
120505,non-suicidal
121976,non-suicidal
104969,suicidal
121220,non-suicidal
120849,non-suicidal
113248,suicidal
118199,suicidal
118631,non-suicidal
100173,suicidal
114764,suicidal
114845,non-suicidal
122336,non-suicidal
125279,suicidal
118157,suicidal
122302,non-suicidal
104983,non-suicidal
104743,non-suicidal
119472,non-suicidal
117041,suicidal
126336,suicidal
124944,non-suicidal
106988,suicidal
115333,suicidal
113850,non-suicidal
103373,suicidal
109924,suicidal
111571,suicidal
101470,suicidal
119272,non-suicidal
110257,non-suicidal
105782,non-suicidal
119038,suicidal
127294,non-suicidal
119288,non-suicidal
111947,suicidal
102614,non-suicidal
114646,non-suicidal
101877,suicidal
112479,suicidal
126982,suicidal
106981,non-suicidal
100553,suicidal
109264,non-suicidal
127400,non-suicidal
103868,non-suicidal
109669,non-suicidal
121519,non-suicidal
118057,suicidal
109037,suicidal
115352,non-suicidal
111654,non-suicidal
118166,suicidal
125913,suicidal
107296,non-suicidal
103842,suicidal
123631,suicidal
101200,non-suicidal
109388,suicidal
118928,suicidal
113254,non-suicidal
105740,suicidal
100332,non-suicidal
104215,suicidal
113064,non-suicidal
125322,non-suicidal
112726,non-suicidal
106419,non-suicidal
122338,suicidal
110535,suicidal
121945,suicidal
108247,non-suicidal
111625,non-suicidal
110022,non-suicidal
120220,suicidal
115698,suicidal
121610,non-suicidal
106590,non-suicidal
100755,non-suicidal
112255,non-suicidal
122392,non-suicidal
108803,non-suicidal
120606,suicidal
123577,suicidal
107047,non-suicidal
105393,suicidal
103183,non-suicidal
102238,suicidal
125817,non-suicidal
119175,suicidal
101304,suicidal
119525,suicidal
126750,suicidal
112169,non-suicidal
123846,suicidal
126054,suicidal
109532,non-suicidal
110997,suicidal
124431,suicidal
115712,suicidal
100138,non-suicidal
115844,non-suicidal
126182,suicidal
109051,non-suicidal
124792,suicidal
119485,non-suicidal
112714,non-suicidal
126236,suicidal
118176,non-suicidal
108513,suicidal
118211,non-suicidal
112756,non-suicidal
112493,suicidal
119722,suicidal
103212,suicidal
113925,suicidal
124474,non-suicidal
113076,non-suicidal
101667,non-suicidal
122460,suicidal
106634,suicidal
101466,suicidal
113176,suicidal
118975,suicidal
111313,non-suicidal
107798,suicidal
107993,non-suicidal
125485,suicidal
102923,non-suicidal
125766,non-suicidal
102026,suicidal
100074,non-suicidal
100375,non-suicidal
103665,non-suicidal
126699,non-suicidal
125564,non-suicidal
119250,suicidal
117885,non-suicidal
126424,non-suicidal
104039,non-suicidal
122668,suicidal
105089,suicidal
120475,suicidal
112098,non-suicidal
124590,suicidal
125357,suicidal
121712,suicidal
118289,non-suicidal
114993,suicidal
101335,non-suicidal
119734,suicidal
124981,non-suicidal
126210,suicidal
101753,non-suicidal
125675,non-suicidal
106968,suicidal
127057,suicidal
115413,suicidal
110672,suicidal
118855,suicidal
120614,suicidal
127111,non-suicidal
118515,non-suicidal
114943,non-suicidal
106862,non-suicidal
119661,suicidal
111515,suicidal
116153,suicidal
127462,non-suicidal
110276,suicidal
123718,suicidal
103298,suicidal
116624,suicidal
125212,non-suicidal
106793,non-suicidal
115870,suicidal
117743,suicidal
121283,suicidal
104411,non-suicidal
126640,suicidal
124196,suicidal
113612,suicidal
105792,suicidal
119281,suicidal
102569,non-suicidal
121321,suicidal
126900,suicidal
108833,non-suicidal
113285,non-suicidal
106346,non-suicidal
101319,suicidal
119412,suicidal
126384,suicidal
112241,suicidal
111015,non-suicidal
105531,suicidal
112616,non-suicidal
125856,suicidal
125221,suicidal
100068,non-suicidal
102028,non-suicidal
104825,suicidal
101215,non-suicidal
125418,non-suicidal
120356,suicidal
119916,non-suicidal
111794,non-suicidal
114180,non-suicidal
118474,non-suicidal
114707,suicidal
125303,suicidal
115788,non-suicidal
109741,suicidal
112016,suicidal
124589,non-suicidal
101508,suicidal
109861,suicidal
113072,suicidal
123214,suicidal
125242,suicidal
125429,suicidal
113960,non-suicidal
112993,suicidal
104605,suicidal
120980,non-suicidal
113186,suicidal
101233,non-suicidal
120147,non-suicidal
124268,non-suicidal
124269,suicidal
101350,suicidal
119965,suicidal
119517,non-suicidal
114655,suicidal
113204,suicidal
123763,non-suicidal
111797,non-suicidal
106941,suicidal
100618,non-suicidal
111014,suicidal
111572,suicidal
103134,suicidal
111164,non-suicidal
123473,suicidal
106255,suicidal
113645,non-suicidal
102393,non-suicidal
112679,suicidal
103904,suicidal
115191,non-suicidal
114991,suicidal
107485,non-suicidal
114687,non-suicidal
102584,suicidal
122933,non-suicidal
103893,non-suicidal
116255,suicidal
123761,suicidal
100413,non-suicidal
106118,suicidal
125489,suicidal
102107,suicidal
108281,suicidal
121574,suicidal
113224,suicidal
113218,suicidal
108989,non-suicidal
117527,non-suicidal
115649,suicidal
111677,suicidal
101443,non-suicidal
123779,non-suicidal
127259,non-suicidal
103980,suicidal
117545,non-suicidal
117823,suicidal
107548,suicidal
124384,suicidal
112702,non-suicidal
108404,suicidal
126314,non-suicidal
124434,suicidal
102084,non-suicidal
118196,suicidal
105319,suicidal
103860,suicidal
127354,non-suicidal
116614,non-suicidal
123857,suicidal
123666,non-suicidal
123243,non-suicidal
105681,suicidal
122452,non-suicidal
109336,non-suicidal
103700,suicidal
126344,non-suicidal
107397,non-suicidal
119123,non-suicidal
122237,suicidal
118152,non-suicidal
124960,suicidal
121692,non-suicidal
111996,non-suicidal
107300,suicidal
122174,non-suicidal
108905,suicidal
113495,non-suicidal
117453,suicidal
123348,non-suicidal
108359,suicidal
109502,suicidal
103442,suicidal
103641,suicidal
119199,suicidal
105703,non-suicidal
120707,suicidal
103507,non-suicidal
119508,suicidal
126301,suicidal
121167,suicidal
119415,non-suicidal
125256,suicidal
114254,non-suicidal
117915,non-suicidal
118968,non-suicidal
111693,non-suicidal
103407,non-suicidal
112770,suicidal
113527,suicidal
116574,suicidal
109562,suicidal
107063,suicidal
102517,non-suicidal
102444,non-suicidal
125207,suicidal
108339,non-suicidal
117757,non-suicidal
112801,non-suicidal
110543,suicidal
104802,suicidal
120592,non-suicidal
117138,non-suicidal
104655,non-suicidal
120659,suicidal
118948,non-suicidal
114643,suicidal
118132,suicidal
110481,suicidal
122345,suicidal
104151,suicidal
102533,suicidal
111875,suicidal
106612,suicidal
121044,suicidal
103105,suicidal
118880,suicidal
118019,suicidal
126209,non-suicidal
102871,non-suicidal
115199,non-suicidal
106796,non-suicidal
105014,non-suicidal
100852,suicidal
111454,suicidal
124282,non-suicidal
115370,non-suicidal
120628,suicidal
114112,suicidal
127125,suicidal
109473,suicidal
123736,suicidal
106331,suicidal
111759,non-suicidal
111151,suicidal
123538,non-suicidal
123463,suicidal
103125,non-suicidal
121820,suicidal
121286,non-suicidal
111173,non-suicidal
105486,non-suicidal
110586,non-suicidal
121987,non-suicidal
101730,non-suicidal
101328,suicidal
123474,suicidal
116831,suicidal
107463,suicidal
120908,suicidal
122319,non-suicidal
112883,suicidal
121875,suicidal
119701,non-suicidal
108935,suicidal
104301,suicidal
115013,suicidal
119328,non-suicidal
123663,suicidal
108130,suicidal
111436,non-suicidal
110645,non-suicidal
127463,suicidal
119043,suicidal
124012,non-suicidal
116741,suicidal
117574,suicidal
119752,non-suicidal
121021,non-suicidal
119771,non-suicidal
107177,suicidal
101653,non-suicidal
116736,non-suicidal
124441,non-suicidal
127301,suicidal
120224,non-suicidal
112260,suicidal
117178,suicidal
116366,non-suicidal
123680,suicidal
104758,non-suicidal
124106,suicidal
110443,non-suicidal
113573,suicidal
121971,suicidal
113298,suicidal
123855,non-suicidal
108151,non-suicidal
119938,suicidal
106980,non-suicidal
127422,suicidal
113657,non-suicidal
121579,non-suicidal
124178,non-suicidal
104968,suicidal
105754,non-suicidal
111337,non-suicidal
119045,non-suicidal
104197,non-suicidal
100231,suicidal
118541,non-suicidal
123587,non-suicidal
109648,suicidal
117119,non-suicidal
124628,non-suicidal
125620,suicidal
110028,non-suicidal
126933,non-suicidal
119315,non-suicidal
104390,suicidal
122542,suicidal
113603,non-suicidal
119259,non-suicidal
112601,non-suicidal
117022,suicidal
109683,non-suicidal
109882,non-suicidal
105604,non-suicidal
106153,suicidal
110194,non-suicidal
117813,non-suicidal
122437,suicidal
120325,non-suicidal
113411,non-suicidal
126366,non-suicidal
108493,non-suicidal
100119,suicidal
126383,suicidal
100867,non-suicidal
109392,non-suicidal
119321,suicidal
102114,suicidal
105735,non-suicidal
124153,non-suicidal
112424,suicidal
100216,non-suicidal
105042,suicidal
120182,non-suicidal
104120,suicidal
110183,suicidal
117613,non-suicidal
125199,non-suicidal
114650,suicidal
124397,suicidal
126220,non-suicidal
113540,suicidal
122851,suicidal
100450,suicidal
111169,non-suicidal
116569,suicidal
123673,non-suicidal
113277,suicidal
111840,suicidal
127203,suicidal
109953,non-suicidal
110515,non-suicidal
115587,non-suicidal
106536,suicidal
100099,suicidal
106864,non-suicidal
116963,suicidal
114702,suicidal
122642,non-suicidal
102538,suicidal
125164,non-suicidal
100537,non-suicidal
121548,suicidal
109693,suicidal
115408,suicidal
123759,non-suicidal
117975,suicidal
107356,non-suicidal
100215,non-suicidal
105108,suicidal
108305,suicidal
124103,suicidal
121312,suicidal
115913,suicidal
110695,non-suicidal
124923,suicidal
109906,suicidal
112271,non-suicidal
125860,suicidal
110271,suicidal
100750,non-suicidal
111653,non-suicidal
125794,suicidal
108453,non-suicidal
107188,suicidal
105169,suicidal
114197,non-suicidal
127355,non-suicidal
100992,non-suicidal
100428,non-suicidal
113042,non-suicidal
112829,suicidal
102324,non-suicidal
106870,suicidal
106504,suicidal
100836,non-suicidal
117826,non-suicidal
120411,non-suicidal
100965,suicidal
101207,suicidal
111464,non-suicidal
126103,suicidal
126628,non-suicidal
112880,suicidal
122058,non-suicidal
102399,suicidal
112071,suicidal
113062,non-suicidal
126168,suicidal
105789,suicidal
115541,non-suicidal
101251,non-suicidal
115139,suicidal
100942,suicidal
118213,non-suicidal
110924,non-suicidal
113352,suicidal
121679,non-suicidal
126801,suicidal
110854,suicidal
104484,non-suicidal
113297,non-suicidal
110717,suicidal
106846,non-suicidal
104921,non-suicidal
104242,suicidal
123638,suicidal
127195,suicidal
122500,suicidal
107185,suicidal
100581,suicidal
119008,suicidal
121516,non-suicidal
126730,non-suicidal
125535,suicidal
109840,non-suicidal
112075,suicidal
120368,suicidal
124396,non-suicidal
120269,non-suicidal
104574,suicidal
109628,non-suicidal
108202,suicidal
116721,suicidal
105118,suicidal
110908,non-suicidal
122157,suicidal
103026,suicidal
116193,suicidal
126617,non-suicidal
122473,non-suicidal
119236,non-suicidal
104323,suicidal
104456,suicidal
126961,suicidal
111255,non-suicidal
108071,non-suicidal
105129,non-suicidal
114168,suicidal
108279,suicidal
116149,non-suicidal
112649,suicidal
121936,suicidal
101626,non-suicidal
104585,non-suicidal
113170,non-suicidal
101873,suicidal
108458,non-suicidal
115356,non-suicidal
115264,non-suicidal
103576,suicidal
120619,suicidal
115641,non-suicidal
125681,non-suicidal
125184,non-suicidal
110617,non-suicidal
108350,suicidal
104198,suicidal
119164,non-suicidal
111427,non-suicidal
104995,non-suicidal
120962,suicidal
108896,suicidal
105850,non-suicidal
103503,suicidal
127334,suicidal
105860,suicidal
119098,suicidal
111976,non-suicidal
118797,non-suicidal
127139,suicidal
105378,suicidal
100404,suicidal
116940,suicidal
114727,non-suicidal
119155,non-suicidal
125710,suicidal
119258,non-suicidal
117341,non-suicidal
122149,non-suicidal
113867,non-suicidal
122325,suicidal
126518,non-suicidal
104423,suicidal
116885,suicidal
109189,suicidal
117213,non-suicidal
114480,non-suicidal
114870,suicidal
111805,non-suicidal
116562,suicidal
108287,suicidal
110759,suicidal
119055,non-suicidal
116815,non-suicidal
116538,suicidal
108870,non-suicidal
106064,suicidal
121955,non-suicidal
101760,suicidal
102758,suicidal
101055,suicidal
107676,non-suicidal
122294,non-suicidal
102960,suicidal
100523,non-suicidal
121260,non-suicidal
102603,non-suicidal
114837,suicidal
109439,non-suicidal
108411,non-suicidal
101775,suicidal
108294,non-suicidal
113194,suicidal
119789,non-suicidal
125477,non-suicidal
110937,non-suicidal
122259,non-suicidal
123745,non-suicidal
113658,non-suicidal
112948,non-suicidal
110649,suicidal
114995,suicidal
118701,suicidal
124321,suicidal
109742,non-suicidal
123528,non-suicidal
124116,non-suicidal
107631,suicidal
110447,suicidal
126914,suicidal
105252,suicidal
109483,non-suicidal
111715,non-suicidal
117307,suicidal
101258,non-suicidal
122236,non-suicidal
106866,non-suicidal
101623,non-suicidal
106168,suicidal
104582,suicidal
101193,non-suicidal
114454,non-suicidal
114351,suicidal
126197,suicidal
117609,non-suicidal
101706,suicidal
109982,suicidal
124090,non-suicidal
115268,non-suicidal
113838,non-suicidal
106589,non-suicidal
103451,suicidal
127298,non-suicidal
111447,non-suicidal
113933,non-suicidal
119840,suicidal
121477,non-suicidal
108147,non-suicidal
108123,non-suicidal
111119,non-suicidal
114326,non-suicidal
107976,suicidal
123660,suicidal
114495,suicidal
118882,non-suicidal
100911,non-suicidal
107306,suicidal
104216,non-suicidal
115294,suicidal
105819,non-suicidal
124175,suicidal
